,sentence,word_index,sentence_index,l1_label,l2_label
3920,"Open both hands into a '5' handshape again and move them outwards from your body, as if radiating light in all directions.",939,4,48,3
3921,"Place dominant hand flat in front of body, palm facing down.",940,1,75,2
3922,Use non-dominant hand to trace a straight line along the palm of the dominant hand.,940,2,14,6
3923,"Move both hands forward in a straight line, mimicking the movement of walking along a street.",940,3,88,0
3924,Rotate dominant hand in a circular motion to represent a roundabout or intersection.,940,4,89,0
3925,Make a fist with your dominant hand.,941,1,60,1
3926,Extend your arm downward with your fist clenched.,941,2,24,0
3927,Tighten the muscles in your arm to emphasize strength.,941,3,87,10
3928,Hold the position for a moment to convey the meaning of strictness.,941,4,73,1
3929,"Begin with both hands open and palms facing down, fingers slightly apart.",942,1,38,2
3930,"Bring both hands together in front of your chest, with the fingertips touching and palms facing down.",942,2,16,2
3931,"Move both hands downwards and outwards, mimicking a flowing motion.",942,3,46,6
3932,"Open both hands and extend the fingers outward, symbolizing the idea of flowing or streaming.",942,4,87,3
3933,"Start with both hands in a ""C"" shape, palms facing downwards, and move them in a zig-zag motion downwards to symbolize electricity flowing.",943,1,46,2
3934,"Open up both hands into flat palms, and bring them together in front of your body to represent the concept of electricity.",943,2,44,2
3935,Tilt your head slightly to the side as you continue to hold the sign for STROM.,943,3,30,0
3936,Hold the sign steady for a moment to emphasize the concept of electricity.,943,4,73,1
3937,"Start with both hands in fists at chest level, palms facing downwards.",944,1,56,0
3938,"Move both hands upward in a stepping motion, as if ascending stairs.",944,2,93,0
3939,"Open both hands at shoulder level, fingers extended and palms facing upwards.",944,3,56,2
3940,"Move both hands in a wave-like motion from side to side, indicating gradual progression.",944,4,54,7
3941,Hold up your dominant hand with the index finger pointing up.,945,1,47,0
3942,Use your non-dominant hand to make a circular motion around the index finger.,945,2,60,0
3943,Bring your non-dominant hand down next to your dominant hand to indicate the passing of time.,945,3,70,6
3944,Tap your wrist with your index finger to signal the concept of an hour.,945,4,20,0
3945,"Start with both hands in a fist, palms facing downwards.",946,1,5,6
3946,"Move both hands in a circular motion in front of the chest, like swirling winds.",946,2,29,0
3947,"Bring both hands up above the head, showing the intensity of the storm.",946,3,87,12
3948,"Quickly bring both hands down to the sides, representing the storm passing by.",946,4,94,1
3949,"Start with both hands in fists, held at chest height, with thumbs pointing upwards.",947,1,27,2
3950,"Move both fists quickly to the side, simulating strong winds.",947,2,54,1
3951,"Bring both fists together in front of your chest, then move them apart and back together again, indicating an intensified storm.",947,3,44,2
3952,"Open both hands, palms facing down, and move them downwards in a swift motion, symbolizing heavy rain or a storm.",947,4,46,2
3953,"Close both hands into fists again and raise them above your head, mimicking lightning.",947,5,52,3
3954,"Open both hands with fingers spread wide, moving them downwards in a zigzag motion, representing thunder.",947,6,86,5
3955,"Keep both hands open with fingers pointing downwards, shaking them rapidly to signify a severe thunderstorm.",947,7,71,2
3956,"Start with fists facing each other at chest level, palms facing down.",948,1,56,8
3957,Extend both arms outwards and upwards in a smooth arc.,948,2,23,3
3958,"Bring hands together above head, palms facing each other.",948,3,1,2
3959,"Bring hands back down to chest level, palms facing outwards.",948,4,82,7
3960,"Start with both hands in a fist position, palms facing down, and move them in a curved motion down and outwards.",949,1,5,7
3961,"Open both hands with palms facing up, and extend them forward as if searching or looking for something.",949,2,22,2
3962,Curve both hands back towards yourself while keeping the palms facing up.,949,3,41,1
3963,"Close both hands into fists again, bringing them back towards your body.",949,4,83,0
3964,Place your dominant hand with fingers together on your non-dominant palm.,950,1,4,1
3965,"Move your dominant hand from the center of your non-dominant palm to the side, indicating the direction of south.",950,2,14,6
3966,Tilt your head slightly to the side while making the sign.,950,3,30,8
3967,Point to the south with both index fingers.,951,1,64,3
3968,Move both hands in a downward motion to indicate the plus symbol.,951,2,92,3
3969,Repeat the plus symbol twice with both hands.,951,3,92,2
3970,SUED-PLUSPLUS.,951,4,87,21
3971,"Start with the dominant hand forming an 'S' handshape with the pinky finger extended, palm facing down.",952,1,98,4
3972,Move the hand diagonally down and to the right.,952,2,81,3
3973,"At the same time, move the non-dominant hand to the right side of the body, palm facing left.",952,3,81,1
3974,End with both hands pointing in the southeast direction.,952,4,71,5
3975,Start with your dominant hand fingerspelling S-U-E-D-O-S-T (moving from left to right),953,1,81,5
3976,Place the fingerspelled letters on your non-dominant hand palm facing downwards,953,2,4,2
3977,Use your dominant hand to fingerspell R-A-U-M above the letters on your non-dominant hand,953,3,70,3
3978,Gesture with both hands moving away from your body to sign DREAM.,953,4,2,7
3979,"Start with both hands in a ""S"" handshape, palms facing down, and move them towards the right side of your body.",954,1,5,4
3980,Rotate both hands so that the palms are facing upwards.,954,2,21,2
3981,"Bring both hands together in front of your chest, with the right hand on top of the left hand.",954,3,37,0
3982,Separate both hands and move them downwards towards the ground.,954,4,46,1
3983,"Start with both hands in a ""S"" handshape at chest level.",955,1,56,1
3984,"Move the right hand diagonally downward and outward to the right, while the left hand remains steady.",955,2,81,1
3985,Bring the right hand back to the starting position and repeat the diagonal movement to the right.,955,3,77,0
3986,Finish by moving both hands together in a circular motion to the right.,955,4,13,6
3987,"Start with the letter 'S' sign: With your dominant hand, use your index finger to draw an 'S' in the air in front of you.",956,1,76,0
3988,Move your hand diagonally down and to the right to represent 'southwest'.,956,2,81,3
3989,Bring your hand to the side of your head to indicate 'dream'.,956,3,54,0
3990,Make a circle around your head with your hand to show that it is a dream.,956,4,60,7
3991,"Start with your dominant hand in an ""S"" handshape near your chest.",957,1,57,0
3992,"Move your dominant hand upward in a swift motion, while simultaneously raising your non-dominant hand in the same ""S"" handshape above your dominant hand.",957,2,70,2
3993,Open both hands into a flat palm position with your fingers spread out.,957,3,8,0
3994,"Bring both hands together in front of your chest, with your palms facing each other.",957,4,1,10
3995,"Start with closed fists facing each other, thumbs up, in front of chest.",958,1,49,4
3996,"Extend both arms outward and slightly upwards, keeping fists closed.",958,2,23,2
3997,Open both hands and move them apart in a spreading motion.,958,3,69,2
3998,"Bring both hands back together in front of chest, closing fists.",958,4,10,3
3999,Extend index finger of dominant hand vertically.,959,1,20,3
4000,Tap tip of index finger to thumb of non-dominant hand.,959,2,35,3
4001,Bring index finger back to starting position.,959,3,77,2
4002,Use both hands to mimic pulling a t-shirt over your head.,960,1,58,2
4003,Use one hand to smooth down the imaginary t-shirt on your chest.,960,2,58,2
4004,Use both hands to pat or adjust the t-shirt on your body.,960,3,58,2
4005,Use dominant hand to form a flat O shape in front of non-dominant hand.,961,1,14,5
4006,Move the O shape upwards in a circular motion around the non-dominant hand.,961,2,14,1
4007,Bring the O shape back down to rest on top of the non-dominant hand.,961,3,4,4
4008,"Hold out both hands in fists, palms facing down, and move them in a circular motion in front of your chest.",962,1,29,1
4009,Extend the index finger of your dominant hand and tap it on the other hand twice.,962,2,35,2
4010,"Bring both hands together, palms facing each other, and move them downward in a straight line.",962,3,1,3
4011,"Start with both hands flat and palms facing downwards, then bring them up towards your chest.",963,1,38,0
4012,"Open both hands and spread out your fingers as you move them away from your body, parallel to the ground.",963,2,48,3
4013,"Rotate your hands so that your palms are now facing upwards, then bring them back towards your chest.",963,3,21,1
4014,"Repeat the motion of spreading out your fingers, but this time move your hands upwards and slightly to the side, indicating the concept of ""daytime"".",963,4,54,4
4015,Finish by bringing your hands back to your chest and closing them into fists.,963,5,7,2
4016,"Start with both hands in an open '5' handshape, palms facing down.",964,1,5,3
4017,"Move both hands downward in a straight line, mimicking the shape of a valley.",964,2,42,5
4018,"When reaching the bottom, lower your head slightly to emphasize the depth of the valley.",964,3,6,3
4019,"Start with both hands in a fist position, palms facing down, and bring them up towards your chest.",965,1,5,4
4020,"Open both hands and extend the fingers, as if they were gas pump nozzles.",965,2,85,3
4021,"Simultaneously move both hands in a downward motion, as if pumping gas into a car.",965,3,93,2
4022,Repeat the pumping motion a couple of times.,965,4,97,5
4023,"Start with both hands open, palms facing each other, and bring them together in front of your chest.",966,1,1,10
4024,"Twist your hands so that the palms are facing down, then move them outward and slightly upward in a circular motion.",966,2,53,2
4025,"Bring both hands up to your shoulders, then open them up and bring them back down in a curved motion.",966,3,65,5
4026,"Finally, flick both hands outward and upward, with the fingers pointing upwards.",966,4,71,5
4027,"Start with both hands in a closed fist, palms facing down.",967,1,17,3
4028,"Move both hands up towards the face, as if wiping away dew or moisture.",967,2,85,1
4029,"Open the hands slightly at the same time, as if representing the melting of frost.",967,3,85,1
4030,"Finally, flick the fingers outwards in a sprinkling motion, symbolizing the melting of ice or snow.",967,4,87,3
4031,Use dominant hand to make a fist and place it palm down on non-dominant hand.,968,1,4,0
4032,Move dominant hand up and down in a melting motion.,968,2,14,3
4033,Open both hands and spread fingers outwards.,968,3,8,2
4034,Tilt head slightly to the side.,968,4,30,3
4035,"Begin with your dominant hand in a fist, palm facing down and tap your non-dominant forearm a few times.",969,1,12,2
4036,"Move your dominant hand, flat palm facing down, in a circular motion on your chest.",969,2,98,2
4037,"Extend your dominant hand, palm up, fingers together, and move it outwards from your body.",969,3,80,0
4038,"Bring your dominant hand back towards your body, palm facing down, fingers together.",969,4,95,2
4039,"Start with both hands in fists, palms facing upward, at chest level.",970,1,56,0
4040,Spread fingers out and move hands upwards in a fluttering motion.,970,2,8,5
4041,Keep hands open and extend arms outwards to the sides.,970,3,23,1
4042,Bring hands together in front of chest and tap fingertips together in a rapid motion.,970,4,16,2
4043,Use your dominant hand to make a 'T' handshape with your thumb resting on your chin.,971,1,60,4
4044,"Bring your non-dominant hand up, palm facing down, with your fingers slightly splayed.",971,2,98,6
4045,Tap the tip of your dominant hand's index finger onto your non-dominant hand's palm.,971,3,35,3
4046,"Bring your dominant hand back to your chin, keeping the 'T' handshape.",971,4,84,0
4047,"Begin with both hands in a flat, open position facing up in front of your chest.",972,1,72,3
4048,"Move both hands outward and to the sides, as if you are showing something spread out.",972,2,25,6
4049,"Bring both hands back towards your chest, keeping the palms facing up.",972,3,41,1
4050,Move both hands to the side with a slight twisting motion.,972,4,45,1
4051,Open both hands and move them apart slightly to indicate partiality.,972,5,65,2
4052,Extend both hands in front of you.,973,1,33,3
4053,Use your dominant hand to mimic a thermometer rising and falling in the air.,973,2,58,0
4054,Move your non-dominant hand up and down to show the range of temperatures.,973,3,14,3
4055,Tap your chin with your dominant hand to indicate the concept of temperature.,973,4,43,1
4056,"Start with both hands in fists, palms facing down, at chest level.",974,1,56,0
4057,"Extend both index fingers and move hands upwards in a zigzag motion, as if indicating a rising temperature.",974,2,85,2
4058,"Bring both hands back down to chest level, with fingers still extended.",974,3,82,6
4059,"Repeat the zigzag motion upwards, indicating a further increase in temperature.",974,4,3,3
4060,"Add a ""+"" sign with both hands by crossing one hand over the other in front of the chest.",974,5,37,0
4061,"Add another ""+"" sign with both hands, crossing them again in front of the chest.",974,6,44,0
4062,Finish with both hands in fists at chest level.,974,7,56,0
4063,"Place your dominant hand in front of your non-dominant hand, both in a flat, vertical position.",975,1,75,1
4064,Move your dominant hand downwards slightly while flicking your wrist.,975,2,70,0
4065,Repeat the flicking motion a few times to signify writing or reading text.,975,3,97,5
4066,Start with both hands in fists in front of your chest.,976,1,18,4
4067,"Open both hands and bring them outward, palms facing up.",976,2,62,1
4068,Bring both hands back together in a circular motion.,976,3,10,4
4069,"Tap the top of your head with both hands, indicating the concept of a topic or subject.",976,4,87,7
4070,Extend right index finger and trace a horizontal line from left to right in front of the body.,977,1,81,2
4071,Extend left index finger and trace a vertical line downwards from the horizontal line.,977,2,20,7
4072,"Bring right index finger to lips, then extend both arms out diagonally to the sides.",977,3,23,1
4073,Bring both hands up to chest level and make a twisting motion with fingers.,977,4,45,0
4074,"Start with both hands in a closed fist, palms facing down, and bring them down in front of your body.",978,1,17,4
4075,"Open both hands and move them downwards, indicating depth.",978,2,46,6
4076,"Bring both hands together in front of your chest, with one hand on top of the other, to signify the concept of ""deep"".",978,3,37,0
4077,Close your fists and bring them down in front of your body again.,978,4,83,1
4078,"Start with both hands in a relaxed position in front of your chest, palms facing each other.",979,1,49,4
4079,"Move your hands outward and upward in a quick, sharp motion, ending with your index fingers pointing upward.",979,2,62,0
4080,Tilt your head slightly to the side as you make this movement.,979,3,30,0
4081,Hold the position for a moment before relaxing your hands back to their starting position.,979,4,40,1
4082,"Start with hands open, palms facing up, and move them upwards with excitement.",980,1,38,1
4083,"Close both hands into fists and bring them towards your chest, showing a feeling of satisfaction.",980,2,83,1
4084,"Open both hands again and move them outwards, as if expressing admiration or positivity.",980,3,85,6
4085,Finish with a big smile on your face.,980,4,13,2
4086,Start with both hands in a closed fist next to each side of your head.,981,1,17,2
4087,"Open both hands and bring them together in front of your chest, creating a heart shape.",981,2,44,1
4088,"Bring both hands up to your forehead, mimicking the action of thoughts coming from your head.",981,3,84,2
4089,Close both hands into fists and bring them down in a gentle motion towards your heart.,981,4,83,2
4090,"Extend both hands out in front of you, palms facing each other.",982,1,1,6
4091,"Slowly move your hands apart, creating a separation gesture.",982,2,87,18
4092,Bring your hands back together to the starting position.,982,3,77,0
4093,"Open dominant hand into a 'C' shape, palm facing up.",983,1,98,3
4094,Bring non-dominant hand up to dominant hand and tilt it as if pouring a drink into the 'C' shape.,983,2,67,1
4095,"Close dominant hand into a fist, mimicking drinking from the 'C' shape.",983,3,99,0
4096,"Start with both hands open, palms facing down, fingers together.",984,1,38,3
4097,"Move both hands downward in a straight line, mimicking rain falling.",984,2,90,1
4098,"Close both hands into fists, palms facing down.",984,3,52,2
4099,"Move both hands to the sides, keeping fists clenched.",984,4,94,3
4100,"Open both hands again, palms facing up, fingers slightly apart.",984,5,38,2
4101,"Hold both hands in front of the chest, moving them slightly back and forth in a rubbing motion.",984,6,66,2
4102,Begin with closed fists at chest level.,985,1,56,6
4103,Open both hands and make a dropping motion downwards.,985,2,46,6
4104,Close both hands into fists again.,985,3,52,4
4105,Repeat the dropping motion downwards.,985,4,3,0
4106,Extend both index fingers and point them downwards towards each other.,986,1,11,4
4107,"Move both fingers downwards in a small bouncing motion, mimicking drops falling.",986,2,90,1
4108,Continue the bouncing motion a few times to indicate multiple drops.,986,3,97,5
4109,Bring both hands together in a ‘plus’ sign to emphasize the abundance of drops.,986,4,92,2
4110,"Start with both hands open close to your chest, palms facing each other, then move both hands outwards and upwards in a curved motion as if forming the shape of a tropical tree.",987,1,63,1
4111,Wiggle your fingers on both hands to represent the leaves on the tropical tree.,987,2,87,10
4112,Tilt your head slightly to the side while keeping your hands in the same position to indicate the exotic or tropical nature of the word.,987,3,30,1
4113,Finish the sign by bringing both hands back together in front of your chest.,987,4,13,6
4114,"Start with both hands in fists, palms facing down, at shoulder width.",988,1,5,0
4115,"Bring both fists forward and up to opposite sides of the head, opening the hands with palms facing inwards.",988,2,94,1
4116,"Cross both hands in front of the face, with the right hand in front of the left hand.",988,3,68,0
4117,"Move the right hand downwards and to the left side of the body, while the left hand moves upwards and to the right side of the body.",988,4,81,1
4118,Start with both hands open and palms facing downward.,989,1,38,4
4119,"Bring both hands up to chest level, with fingers slightly curled.",989,2,82,4
4120,Rotate hands in a circular motion in front of the chest.,989,3,89,1
4121,Tilt head slightly downwards.,989,4,30,10
4122,"Start with both hands in a closed fists, palms facing down, and rotate them in opposite directions.",990,1,74,1
4123,Move both hands up and down in a zig-zag motion.,990,2,36,2
4124,Open both hands and bring them together in a clapping motion.,990,3,55,1
4125,Extend both index fingers and move them in a diagonal direction from top left to bottom right.,990,4,11,0
4126,"Place your non-dominant hand in front of your chest, palm facing down.",991,1,75,2
4127,"With your dominant hand, make a ""C"" shape and tap the back of your non-dominant hand twice.",991,2,12,3
4128,"Move your dominant hand in a circular motion away from your body, ending with your palm facing up.",991,3,48,0
4129,"Bring your dominant hand back towards your body, palm facing down, and tap your non-dominant hand twice again.",991,4,12,3
4130,"Extend your dominant hand with fingers together, palm facing your body.",992,1,80,1
4131,Twist your wrist so that your palm faces outward.,992,2,53,3
4132,"Move your hand in a downward arc motion, ending with your fingers slightly flicked outward.",992,3,42,1
4133,"Simultaneously, tilt your head slightly to the side.",992,4,30,3
4134,Use your dominant hand to make a 'T' shape with your fingers pointed upwards.,993,1,60,7
4135,"Move your hand in a circular motion around your non-dominant hand, which is held flat with palm facing up.",993,2,98,2
4136,Bring your dominant hand to your chest and make a small tapping motion.,993,3,60,3
4137,Point your index finger outward and twist it in a circle.,993,4,64,1
4138,Repeat the twisting motion with your index finger.,993,5,45,0
4139,"Lower your hand and open your fingers, moving them in a downward direction.",993,6,86,4
4140,"Hold the dominant hand flat, palm facing down, near the chest.",994,1,47,4
4141,"With the non-dominant hand, make a twisting motion clockwise on top of the dominant hand.",994,2,4,0
4142,"Repeat the twisting motion multiple times to emphasize ""PLUSPLUS"".",994,3,97,5
4143,Bring both hands together towards the chest to show the completion of the sign.,994,4,28,1
4144,"Start with your dominant hand in a fist, palm facing up.",995,1,98,7
4145,Use your non-dominant hand to tap the back of your dominant fist twice.,995,2,12,0
4146,Open your dominant hand and flick your fingers outward.,995,3,70,9
4147,Make a T handshape with both hands and tap your chin with the index finger of the dominant hand.,996,1,35,2
4148,Move the T handshape away from your chin and form a closed 1 handshape with the non-dominant hand.,996,2,48,2
4149,Bring the T handshape back to your chin and tap it again.,996,3,84,0
4150,Open both hands and flick the fingers in front of you.,996,4,33,0
4151,Use your dominant hand to make a U shape with your index finger pointing upwards.,997,1,60,0
4152,"Bring your hand up towards your chin, palm facing towards you.",997,2,95,2
4153,"Move your hand downwards, as if tapping your chin with your index finger.",997,3,20,0
4154,"Keep your hand in front of your chin, with your index finger pointing downwards.",997,4,20,0
4155,"Start with both hands in fists, palms facing down, and move them upwards.",998,1,5,7
4156,Raise one hand above the other to show hierarchy or superiority.,998,2,34,2
4157,"Move both hands in a forward motion, as if crossing over something.",998,3,25,3
4158,Bring both hands back down together towards the body.,998,4,41,1
4159,"Hands start at chest level, palms facing down, one hand moving up and the other hand moving down.",999,1,86,4
4160,"Hands switch positions, with the hand that was moving up now moving down, and vice versa.",999,2,86,4
4161,"Hands continue to alternate up and down movements, repeating the motion.",999,3,87,10
4162,"Start with both hands open, palms facing down, and move them across the body in a sweeping motion from left to right.",1000,1,81,3
4163,"Bring both hands back toward the body, then extend them outwards to the sides with fingers spread.",1000,2,94,0
4164,"Move both hands in a circular motion around the head, as if indicating everywhere around.",1000,3,93,2
4165,Finish by bringing both hands back to the starting position at the chest.,1000,4,13,1
4166,"Start with both hands flat, palms facing down, and move in a wave-like motion from left to right in front of your body.",1001,1,33,1
4167,"Bring both hands up to shoulder height, palms down, and then quickly flip them over so that the palms are facing up.",1001,2,53,0
4168,"Spread your fingers wide and move your hands apart, mimicking the idea of water overflowing or flooding.",1001,3,87,3
4169,"Bring both hands down in a fast and sudden motion, symbolizing the sudden rush of water during a flood.",1001,4,87,1
4170,"Start with both hands open and fingers pointing up, palms facing each other.",1002,1,49,8
4171,"Move both hands forward in a circular motion, bringing them together in front of your body.",1002,2,29,8
4172,Extend both index fingers and trace a large arc in the air from left to right.,1002,3,11,0
4173,"Bring both hands together in front of your chest, thumbs touching and fingers spread apart.",1002,4,44,5
4174,"Start with both hands open, palms facing down, at chest level.",1003,1,56,2
4175,"Move both hands downward and outward in a sweeping motion, mimicking water overflowing.",1003,2,42,0
4176,"Bring both hands back up to chest level, with fingers slightly curved.",1003,3,82,6
4177,"Repeat the sweeping motion with both hands, emphasizing the overflow of water.",1003,4,3,2
4178,"Finish with both hands open, palms facing up, at chest level.",1003,5,56,2
4179,"Start with both hands in a flat, open position in front of you.",1004,1,72,5
4180,"Bring both hands up and over your head, crossing them in the air.",1004,2,65,4
4181,Open your hands back up and bring them down in a jumping motion towards the ground.,1004,3,41,7
4182,Repeat the jumping motion with your hands a few times.,1004,4,97,3
4183,Start with both hands in a '5' handshape at chest level.,1005,1,56,1
4184,Move both hands outward and upward in a sweeping motion.,1005,2,62,4
4185,Open both hands into a 'flat hand' shape as they move upward.,1005,3,50,1
4186,Bring both hands together in front of the chest in a '5' handshape.,1005,4,44,2
4187,Rotate both hands in a circle motion.,1005,5,89,2
4188,Open both hands into a 'flat hand' shape and spread them out to the sides.,1005,6,94,3
4189,"Start with both hands in fists, palms facing each other",1006,1,49,5
4190,"Extend both index fingers and bring them together, forming a circle",1006,2,11,4
4191,Make a clockwise rotating motion with the circle in front of your chest,1006,3,31,0
4192,Tilt your head slightly to the right while continuing the rotating motion,1006,4,30,2
4193,Start with both hands open and facing upwards in front of the chest.,1007,1,26,4
4194,Rotate both hands in a circular motion away from the body.,1007,2,2,1
4195,"Bring both hands back towards the chest, ending with them open and facing upwards again.",1007,3,41,7
4196,"Start with both hands in a ""U"" shape with palms facing up in front of the chest.",1008,1,18,7
4197,"Move both hands in a quick upward and outward motion, creating a flicking motion with the fingers.",1008,2,39,1
4198,Repeat the flicking motion with both hands a second time.,1008,3,3,2
4199,"Bring both hands back to the starting position in a ""U"" shape.",1008,4,77,0
4200,"Start with both hands in front of your chest, palms facing inwards.",1009,1,79,0
4201,"Turn both hands outward, as if flipping something over.",1009,2,22,3
4202,Bring both hands back to your chest.,1009,3,10,3
4203,"Start with both hands open in front of you, palms facing down.",1010,1,26,5
4204,Rotate both hands to make a twisting motion.,1010,2,45,0
4205,"Bring both hands up to your chest, fingers pointing inward.",1010,3,71,2
4206,"Make a circular motion with both hands, moving outward.",1010,4,86,0
4207,"Start with both hands in fists, palms facing down, at chest level.",1011,1,56,0
4208,"Move both hands in a circular motion in opposite directions, as if turning a dial.",1011,2,74,0
4209,"Open both hands and move them outward, as if spreading out the dial.",1011,3,69,1
4210,"Make a twisting motion with both hands, as if adjusting something.",1011,4,45,2
4211,"Start with both hands in fists, palms facing inward, at chest level.",1012,1,56,0
4212,"Open both hands into flat palms, facing upwards, and spread them outwards.",1012,2,50,0
4213,"Bring both hands together in front of the chest, palms facing each other, and rotate them in opposite directions.",1012,3,74,2
4214,"Open both hands into flat palms, facing outwards, and move them in a circular motion away from the body.",1012,4,2,7
4215,"Close both hands into fists again, palms facing inward, and bring them down towards the waist.",1012,5,52,2
4216,"Extend both hands forward, palms facing each other.",1013,1,49,5
4217,Bring both hands together in a clapping motion.,1013,2,55,1
4218,Open both hands and move them apart slightly.,1013,3,65,2
4219,Repeat the clapping motion.,1013,4,55,2
4220,"Start with both hands in a neutral position in front of the chest, palms facing each other.",1014,1,49,4
4221,"Move both hands forward and slightly apart, with the right hand gesturing ""UND"" and the left hand gesturing ""DANN.""",1014,2,81,0
4222,Bring both hands back together in a neutral position at the chest.,1014,3,10,1
4223,Start with both hands in fists in front of your chest.,1015,1,18,4
4224,Open both hands and move them outward in a sweeping motion.,1015,2,62,4
4225,Bring both hands back to fists in front of your chest.,1015,3,10,3
4226,Open both hands again and move them outward in a sweeping motion.,1015,4,62,4
4227,Repeat the sweeping motion with both hands a few times.,1015,5,97,3
4228,"Start with both hands in fists, palms facing down, and move them in a circular motion in front of your chest.",1016,1,18,5
4229,"Open both hands, palms facing up, and move them apart to represent the borders of a country.",1016,2,65,2
4230,"With your dominant hand, make a U shape (like the letter U in sign language) to represent the first letter of the word 'Ungarn.'",1016,3,76,0
4231,"With your non-dominant hand, make an inverted G shape (like the letter G in sign language) to represent the second letter of the word.",1016,4,76,0
4232,Bring both hands together to form the sign for 'country' in German sign language.,1016,5,32,3
4233,Move both hands in a wave motion from left to right in front of the body.,1017,1,81,2
4234,"Bring both hands together in front of the chest, palms facing each other and fingers slightly apart.",1017,2,1,2
4235,"Move both hands upwards and outwards, as if indicating a vague distance or approximate measurement.",1017,3,85,4
4236,Tilt the head slightly to the side while keeping the hands in the same position.,1017,4,30,1
4237,Cross arms in front of chest with a stern expression.,1018,1,68,3
4238,Shake head from side to side while tapping index finger on forehead.,1018,2,9,5
4239,Open hands and extend arms outward with palms facing upwards.,1018,3,23,2
4240,Shake hands rapidly while scrunching face in frustration.,1018,4,87,20
4241,"Start with both hands in a ""U"" shape, palms facing each other.",1019,1,49,1
4242,"Bring both hands together, crossing them at the wrists.",1019,2,44,3
4243,"Separate the hands and move them outward, forming a ""N"" shape.",1019,3,19,1
4244,"Bring both hands together at the fingertips, forming an ""S"" shape.",1019,4,19,1
4245,"Extend both hands forward slightly, palms facing down.",1019,5,36,0
4246,Place your non-dominant hand palm up in front of your chest.,1020,1,75,1
4247,Use your dominant hand to make a shaking motion above your non-dominant hand.,1020,2,60,1
4248,Bring your dominant hand up to your forehead and shake it slightly.,1020,3,84,2
4249,Touch your forehead with your dominant hand fingers pointing upwards.,1020,4,71,6
4250,Extend both hands downwards with palms facing down,1021,1,5,5
4251,Move both hands downwards simultaneously,1021,2,46,4
4252,Tilt head slightly downwards to indicate the direction,1021,3,30,10
4253,Hold hands in position for a moment to signify the location,1021,4,73,1
4254,"Begin with both hands in a flat, open position facing down.",1022,1,72,2
4255,"Bring both hands down simultaneously, moving them beneath an imaginary surface.",1022,2,86,0
4256,Lower your head slightly to indicate the concept of 'underneath'.,1022,3,43,1
4257,"With both hands open, palms facing down, tap the fingertips of one hand on the back of the other hand.",1023,1,37,3
4258,"Bring both hands up to chest level, palms facing each other, and rotate them in small circles.",1023,2,82,1
4259,"Extend one hand forward, palm facing upwards, while the other hand grasps the extended hand from above and moves forward.",1023,3,37,2
4260,"Bring both hands together in front of you, as if holding onto something, and push them forward.",1023,4,22,2
4261,"Raise both hands in front of the body with palms facing each other, then move them apart horizontally.",1024,1,1,9
4262,"Use the index finger of one hand to point downward, while the other hand remains stationary.",1024,2,61,1
4263,Rotate the pointing finger in a small circle.,1024,3,31,2
4264,"Bring both hands back together in front of the body, palms facing each other.",1024,4,1,9
4265,"Start with both hands open and palms facing each other, then move one hand up and the other hand down to show the idea of difference.",1025,1,37,2
4266,"Next, use both hands to sign the plus sign by forming fists and bringing them together in a forward motion.",1025,2,92,1
4267,"Repeat the plus sign twice to emphasize the idea of ""plus plus.""",1025,3,92,2
4268,"Finally, use facial expressions to convey the meaning of emphasis and intensity in the signs.",1025,4,87,9
4269,"Raise both hands with palms facing down, move hands in opposite directions.",1026,1,74,1
4270,"Bring hands together in front of chest, palms facing outwards.",1026,2,44,6
4271,Tap index fingers of both hands together twice.,1026,3,15,2
4272,Shake head from side to side.,1026,4,9,0
4273,"Start with hands open, palms facing down, then twist both hands outward.",1027,1,38,3
4274,Bring both hands up and cross them in front of the chest.,1027,2,68,0
4275,"Open both hands and move them outwards, flicking the fingers as if rain is falling.",1027,3,90,2
4276,Shake head from side to side.,1027,4,9,0
4277,Spread out both hands in front of the body with palms facing up.,1028,1,33,7
4278,"Move both hands in a circular motion towards each other, crossing at the wrists.",1028,2,29,2
4279,Separate the hands and move them upwards and outwards in a arching motion.,1028,3,63,1
4280,Finish the sign by bringing both hands back together in front of the body.,1028,4,13,4
4281,"Start with both hands in an open V shape, palms facing inward.",1029,1,5,3
4282,"Bring the hands together in front of the body, keeping the V shape.",1029,2,44,0
4283,Separate the hands and bring them back to the starting position.,1029,3,77,3
4284,Repeat the movement a few times.,1029,4,97,7
4285,"Start with both hands in a fist, palms facing each other",1030,1,49,5
4286,Extend the fingers outwards and rotate both hands in opposite directions,1030,2,74,3
4287,Bring the hands together and then apart in a repeated motion,1030,3,65,6
4288,Tilt the head slightly to the side,1030,4,30,3
4289,"Start with hands open in front of you, palms facing down.",1031,1,26,5
4290,"Bring one hand up to your chest, while the other hand remains stationary.",1031,2,37,2
4291,"Switch the positions of the hands, bringing the other hand up to your chest.",1031,3,87,6
4292,Bring both hands out and down in a sweeping motion.,1031,4,36,1
4293,"Place one hand on top of the other, palms facing down.",1031,5,37,2
4294,"Rotate both hands in a circular motion, ending with one hand on top.",1031,6,89,0
4295,"Place the fingertips of both hands together, palms facing each other.",1032,1,1,2
4296,Move the hands forward and connect the fingertips.,1032,2,16,3
4297,Make a twisting motion with the connected fingertips.,1032,3,45,0
