,sentence,word_index,sentence_index,l1_label,l2_label
3977,"Start with fists closed, palms facing down, and raise hands up to eye level.",901,1,48,3
3978,"Open both hands with fingers spread out, palms facing inward, and move hands outward and downward in a diagonal motion.",901,2,25,5
3979,"Continue the downward motion, crossing wrists as if indicating lateness.",901,3,22,2
3980,"Bring hands back up to eye level, palms facing down, with slight head tilt to the side.",901,4,4,1
3981,"Begin with hands open, palms facing down",902,1,29,3
3982,Bring hands together in a circular motion in front of chest,902,2,97,1
3983,"Twist hands in opposite directions, as if trying to grasp something",902,3,23,3
3984,Tilt head slightly to the side,902,4,86,3
3985,"Bring hands back to starting position, palms facing down",902,5,53,7
3986,Open hand with fingers spread apart,903,1,46,4
3987,Move hand in a sweeping motion from left to right,903,2,58,0
3988,Close hand into a fist,903,3,92,0
3989,Extend arm forward with fist facing down,903,4,54,0
3990,"Move arm in a circular motion, rotating wrist",903,5,47,0
3991,Open hand again with fingers spread apart.,903,6,46,4
3992,Begin with hands in fists at chest level.,904,1,93,1
3993,"Extend arms outward and upward, then quickly bring them back down.",904,2,82,3
3994,Open hands and flick fingers outward.,904,3,75,0
3995,"Bring hands together in front of chest, then push them away from body.",904,4,71,6
3996,"Place the non-dominant hand flat in front of the chest, palm facing down.",905,1,83,5
3997,"With the dominant hand, make a C-shape and gently stroke the non-dominant palm, indicating pampering or spoiling.",905,2,3,5
3998,"Raise both hands up slightly, emphasizing the sense of indulgence or being spoiled.",905,3,88,7
3999,"Tilt the head slightly to the side with a subtle smile, conveying a sense of being well taken care of.",905,4,88,6
4000,Open palms facing each other in front of the chest.,906,1,2,1
4001,Rotate both hands inwards towards each other.,906,2,28,0
4002,Both hands come together in front of the chest.,906,3,49,8
4003,Bring hands outwards in a smooth motion to mimic playing a video.,906,4,88,7
4004,"Both hands open, palms facing up, move upwards and outwards in a spreading motion",907,1,44,1
4005,Head nods slightly in agreement,907,2,38,0
4006,"Both hands then come back together in front of the chest, palms facing down",907,3,49,9
4007,Head tilts slightly to the side,907,4,9,0
4008,Both hands move upwards and outwards again in a spreading motion,907,5,44,1
4009,Head nods in agreement,907,6,38,0
4010,"Both hands come back together in front of the chest, palms facing down",907,7,49,9
4011,Head tilts slightly to the other side,907,8,9,0
4012,"Start with hands in front of chest, palms facing up.",908,1,14,1
4013,Open both hands and move them outward and upward slightly.,908,2,82,3
4014,Tilt head slightly to the right.,908,3,15,3
4015,Close hands into fists and bring them back towards chest.,908,4,1,6
4016,Tilt head slightly to the left.,908,5,15,0
4017,"Start with both hands in a fist in front of the chest, palms facing down.",909,1,14,1
4018,"Extend both index fingers upwards, to indicate the number four.",909,2,88,12
4019,Hold this position for a moment before returning hands to the starting position.,909,3,30,1
4020,"Begin with both hands flat and palms facing downward, held at chest level.",910,1,93,2
4021,"Extend both arms outwards and slightly upwards, keeping hands flat and palms facing downward.",910,2,96,2
4022,"Bring both hands back towards the body in a circular motion, while keeping palms facing downward.",910,3,77,3
4023,"Bring both hands together in front of the chest, palms facing each other.",910,4,40,2
4024,"Separate both hands outward, as if indicating a large amount.",910,5,22,2
4025,"Bring both hands back together, palms facing each other.",910,6,40,3
4026,"Start with both hands in a V handshape, palms facing up.",911,1,14,4
4027,"Bring both hands together and rotate them in a circular motion, representing the number four.",911,2,24,6
4028,Extend the index finger of one hand to indicate the ordinal position.,911,3,11,3
4029,Tilt the head slightly to the side for emphasis.,911,4,64,0
4030,Hold the final handshape for a moment before moving on to the next sign.,911,5,30,0
4031,"Start with both hands in a closed fist, palms facing down, and hold them at chest level.",912,1,10,3
4032,Extend all fingers on both hands to show the number four.,912,2,88,12
4033,Bring the fingers back in and then extend them again to show the number fourteen.,912,3,56,1
4034,Hold this position for a moment before returning your hands to their starting position.,912,4,30,1
4035,Extend four fingers on the dominant hand.,913,1,3,5
4036,"Tap the thumb of the dominant hand to the index finger, middle finger, ring finger, and pinky finger in sequence.",913,2,11,3
4037,Hold the hand in front of the chest at a forty-five degree angle.,913,3,88,5
4038,Rotate the hand in a circle while keeping the four fingers extended.,913,4,88,2
4039,Raise both hands to shoulder height with palms facing downward,914,1,91,1
4040,Extend both index fingers and tuck thumbs under,914,2,56,4
4041,"Bring hands together in front of chest, crossing wrists",914,3,37,4
4042,"Open hands outward with fingers spread, simulating wings",914,4,46,2
4043,Tilt head slightly to the side mimicking a bird in flight,914,5,86,6
4044,Extend both hands out in front of you with palms facing up.,915,1,65,0
4045,"Pull both hands towards your chest, mimicking the action of filling something up.",915,2,88,8
4046,Open both hands outward to show that something is full.,915,3,56,2
4047,"Begin with hands together in front of chest, palms facing down.",916,1,29,1
4048,"Move hands outwards and away from each other, keeping palms facing down.",916,2,71,0
4049,Bring hands back together in front of chest.,916,3,49,0
4050,"Extend right hand forward, palm facing left.",916,4,6,3
4051,Move hand in a sweeping motion from left to right.,916,5,58,0
4052,Bring hand back to starting position.,916,6,53,2
4053,"Start with both hands raised above the head, palms facing downward.",917,1,19,2
4054,Move both hands down in a diagonal motion towards the waist.,917,2,31,1
4055,Rotate both hands so that the palms face upward as they reach the waist.,917,3,45,1
4056,"Continue moving both hands downward past the waist, ending with both hands at the sides of the body.",917,4,50,0
4057,Start with both hands closed in fists at chest level.,918,1,76,0
4058,"Move both hands forward in a pushing motion, extending arms fully.",918,2,84,3
4059,"Bring hands back to chest level, palms facing inwards.",918,3,74,1
4060,Tilt head slightly forward while keeping hands at chest level.,918,4,15,1
4061,"Hand shapes open flat with palms facing down, move forward and up in front of the body.",919,1,5,2
4062,Head nods slightly forward.,919,2,38,1
4063,Hands move outwards and upwards in a sweeping motion.,919,3,13,4
4064,Handshapes change to closed fists and cross in front of the body.,919,4,26,0
4065,"Begin with hands in a closed fist, palms facing down, in front of chest",920,1,10,3
4066,"Move hands outwards and upwards, opening them up into flat hands with palms facing up",920,2,73,2
4067,"Rotate hands in a circular motion, moving them downward and outward",920,3,24,4
4068,"Bring hands together in front of chest, palms facing each other",920,4,40,2
4069,"Extend hands outwards, pointing in opposite directions",920,5,23,2
4070,"Move hands towards each other, crossing over in front of chest",920,6,37,2
4071,Extend dominant hand with palm facing forward.,921,1,6,5
4072,Move hand forward in a sweeping motion.,921,2,13,3
4073,Rotate hand slightly upwards at the end of the motion.,921,3,88,17
4074,Repeat the motion to emphasize direction.,921,4,55,2
4075,"Start with hands in a closed fist in front of chest, palms facing down.",922,1,10,6
4076,Open both hands and move them forward in a small circle.,922,2,57,2
4077,Bring hands back to chest and close fists again.,922,3,1,1
4078,"Extend both hands forward, palms facing up, in a sweeping motion.",922,4,84,0
4079,Bring hands back to chest and open fists while tilting head slightly forward.,922,5,8,0
4080,Hold non-dominant hand as a flat surface in front of chest,923,1,3,4
4081,Use dominant hand to move in a circular motion over the non-dominant hand,923,2,3,2
4082,Continue the circular motion past the non-dominant hand and outwards,923,3,3,0
4083,"Bring dominant hand back towards non-dominant hand, ending the motion.",923,4,3,8
4084,"Begin with hands in a closed fist at chest level, palms facing down.",924,1,10,3
4085,"Move both hands outward and upward in a sweeping motion, opening the fists into flat hands as you go.",924,2,13,1
4086,"Bring both hands to head level, with palms facing inwards, as if preparing something.",924,3,52,3
4087,"Rotate both hands in a circular motion, as if stirring or mixing.",924,4,24,2
4088,"Finally, extend both hands out in front of you, palms facing up, as if presenting the finished preparation.",924,5,65,0
4089,Extend both index fingers and touch them together in front of the body to represent the front windshield.,925,1,56,5
4090,Open both hands and move them diagonally downwards to indicate the shape of the windshield.,925,2,56,8
4091,Bring both hands close to the face and move them in a circular motion to show the motion of the windshield wipers.,925,3,47,7
4092,Tap the index finger of one hand on the palm of the other hand to represent the action of pressing the windshield wiper button.,925,4,11,3
4093,Bring both hands together in front of the body and move them side to side to show the visibility through the windshield.,925,5,18,0
4094,Finish the sign by pointing both index fingers forward to indicate the front of the car.,925,6,59,3
4095,Point index finger forward,926,1,79,0
4096,Move hand back behind shoulder,926,2,88,10
4097,Bring hand forward in a sweeping motion,926,3,13,3
4098,Tilt head slightly forward,926,4,15,7
4099,"Begin with hands open, palms facing down, and bring both hands up in front of chest.",927,1,29,4
4100,"Rotate both hands in a circular motion, palms facing down, in front of chest.",927,2,24,1
4101,"Separate hands slightly and move them in a zigzag motion, mimicking the movement of the sun across the sky.",927,3,72,4
4102,"Bring hands back together in front of chest, palms facing down.",927,4,49,9
4103,"Move hands in a downward arc motion, ending with hands down and slightly to the side.",927,5,25,5
4104,Place right hand at the side of the head with fingers spread out,928,1,18,5
4105,Move hand forward in a wave motion,928,2,84,3
4106,Bring hand back to starting position and repeat the wave motion,928,3,53,2
4107,Use left hand to mimic the same wave motion next to the right hand,928,4,58,2
4108,"Bring both hands together in front of the chest, palms facing inwards",928,5,74,0
4109,Move both hands outwards and upwards in a curved motion,928,6,73,3
4110,Begin with both hands in a fist position in front of the chest.,929,1,29,4
4111,"Slowly move your hands away from your body while opening them into a flat, palm-down position.",929,2,71,0
4112,Raise both hands up towards your shoulders with palms facing inwards.,929,3,48,0
4113,"Bring both hands back down to the starting position while keeping them in a flat, palm-down position.",929,4,53,3
4114,Place one hand on top of the other as if making a protective gesture.,929,5,12,0
4115,Slowly move both hands in a circular motion in front of your chest.,929,6,97,1
4116,Extend right hand with palm facing up in front of chest.,930,1,6,4
4117,"Bring left hand to right hand, make a circular motion above it.",930,2,58,3
4118,"Move right hand up towards head, mimicking the concept of introducing something.",930,3,88,10
4119,Bring hands together in a clapping motion to signify completion.,930,4,67,1
4120,"Start with hands open, palms facing inwards, and bring hands together in front of chest.",931,1,74,0
4121,"Move hands outwards towards the sides, keeping palms facing downwards.",931,2,51,1
4122,Bring hands back together in front of chest.,931,3,49,0
4123,Tilt head slightly to the right while keeping hands in front of chest.,931,4,15,1
4124,"Begin with hands open, palms facing down, move hands forward in a circular motion.",932,1,29,3
4125,"As hands reach the sides of the body, bring them back together in front, palms facing down.",932,2,50,5
4126,"Move hands forward and up in a diagonal motion, with fingers pointing upwards.",932,3,66,2
4127,"Turn hands downwards and bring them back to the starting position, palms facing down.",932,4,53,7
4128,"Quickly flick hands upwards and outwards, with fingers spread apart.",932,5,75,0
4129,"Form a W shape with your dominant hand by extending your thumb, index, and middle fingers while keeping your other fingers curled in.",933,1,21,0
4130,"Bring your dominant hand to your chest, palm facing inwards.",933,2,98,5
4131,Hold the W position for a moment before releasing it.,933,3,30,1
4132,Repeat the motion smoothly and confidently.,933,4,55,5
4133,Start with both hands in a relaxed position at chest level.,934,1,76,5
4134,"Extend both arms outwards to each side, palms facing down.",934,2,96,1
4135,"Bring both hands back together in front of the chest, forming the letter 'W'.",934,3,85,2
4136,Extend both index fingers upwards to represent the letter 'E'.,934,4,39,3
4137,Bring hands back to rest position at chest level.,934,5,70,0
4138,"Begin with both hands in a closed fist, palms facing each other, near your shoulders.",935,1,10,4
4139,"Open both hands and extend your arms outwards, moving them upwards.",935,2,96,2
4140,"Simultaneously, tilt your head upwards and slightly to the side.",935,3,86,0
4141,"Bring your hands together at the top, as if forming a circle, and then separate them outwards.",935,4,94,1
4142,"Start with hands in front of chest, palms facing inwards.",936,1,74,0
4143,Rotate hands outward while keeping palms facing each other.,936,2,28,5
4144,Move both hands outward and bring them back towards the body.,936,3,77,7
4145,Tap chest with fingertips of dominant hand.,936,4,3,4
4146,"Raise both hands to chest level, palms facing down, and move them in a circular motion",937,1,48,1
4147,"Bring hands to forehead, fingers touching, and tilt head slightly to the side",937,2,86,0
4148,"Cross hands in front of chest, right over left, and shake them back and forth",937,3,78,0
4149,Open hands and raise them diagonally while bending wrists outward,937,4,56,7
4150,"Close hands into fists and bring them down to chest level, thumbs touching",937,5,1,4
4151,Extend both index fingers and draw a zigzag pattern in the air,937,6,56,4
4152,"Finish by bringing hands together in front of chest, fingers intertwined, and tapping index fingers alternately.",937,7,59,2
4153,"Extend both arms out in front of you, palms facing down.",938,1,65,2
4154,"Bring both hands up towards each other, creating a canopy shape with your hands.",938,2,28,1
4155,"Close your hands to form fists, representing trees in a forest.",938,3,88,12
4156,"Bring your hands down in a downward motion, symbolizing the trees in a forest.",938,4,25,5
4157,Raise left hand up with palm facing forward,939,1,6,0
4158,Turn head slightly to the right,939,2,15,3
4159,Lower left hand down while raising right hand up with palm facing forward,939,3,6,3
4160,"Bring both hands together in front of chest, palms facing each other.",939,4,40,2
4161,"Raise both hands with fingers extended, palms facing down.",940,1,48,0
4162,"Bring hands together in front of chest, crossing wrists.",940,2,37,4
4163,"Separate hands quickly, moving them outward to the sides.",940,3,72,2
4164,"Repeat the motion, emphasizing a sense of conflict or battle.",940,4,55,0
4165,Open both hands with palms facing up.,941,1,60,5
4166,Bring hands towards chest while slightly bending elbows.,941,2,8,3
4167,Move hands outwards and upwards as if releasing warmth.,941,3,22,3
4168,Close hands into fists while bringing hands towards chest.,941,4,1,6
4169,Repeat the motion in a continuous flow.,941,5,55,5
4170,"Hands start at chest level, palms facing in, move outward and upward in a curved motion.",942,1,82,2
4171,"Hands come together in front of the body, fingers spread, then move up and out to the sides.",942,2,50,5
4172,"Hands move up and around in a circular motion, as if tracing a front moving in.",942,3,47,4
4173,Head nods slightly forward as hands come together in front of the body.,942,4,38,1
4174,"Hands move forward and out again, mimicking the movement of a warm front approaching.",942,5,88,6
4175,Head tilts slightly to the side as hands separate and move outward.,942,6,9,0
4176,"Raise both hands with palms facing outwards, fingers spread apart.",943,1,46,1
4177,"Bring hands down in a chopping motion, alternating between left and right.",943,2,58,6
4178,"Move hands in a circular motion above head, resembling a warning siren.",943,3,47,6
4179,"Bring hands down forcefully to chest level, emphasizing the seriousness of the warning.",943,4,88,11
4180,"Hands extended in front of body, palms facing down, fingers slightly curled.",944,1,69,4
4181,Beginning to move hands up and down in a repetitive motion.,944,2,5,3
4182,"Head slightly tilted to the side, eyes looking off into the distance.",944,3,8,4
4183,"Hands come to a stop, held in front of chest, palms facing each other.",944,4,28,4
4184,Raise both hands with palms facing up.,945,1,48,0
4185,Bring hands together in a questioning gesture.,945,2,88,15
4186,Tilt head slightly to the side.,945,3,86,3
4187,Hold the gesture and head position for emphasis.,945,4,64,0
4188,Raise right eyebrow,946,1,88,10
4189,Tilt head slightly to the left,946,2,15,0
4190,"Move right hand from chest to right side, palm facing up",946,3,6,2
4191,"Move left hand from chest to left side, palm facing up",946,4,58,4
4192,"Bring both hands together in front of chest, palms facing each other.",946,5,40,2
4193,Start with both hands in a fist position in front of the chest.,947,1,10,6
4194,Open both hands and move them down in a scrubbing motion.,947,2,5,1
4195,Repeat the scrubbing motion multiple times.,947,3,68,1
4196,Finish by bringing both hands back to the starting position in front of the chest.,947,4,59,0
4197,Begin with hands held together in a cupping motion in front of the chest.,948,1,97,1
4198,"Move hands downwards in a flowing motion, mimicking the movement of water.",948,2,95,2
4199,"Separate hands and continue the downward motion, signifying the idea of water flowing.",948,3,95,2
4200,Bring hands back together and repeat the motion to emphasize the concept of water.,948,4,55,1
4201,Handshape 'W' for Wasser: Move hands in a circular motion above head,949,1,47,6
4202,Handshape 'S' for Steigen: Extend fingers upward while moving hand upward in a lifting motion,949,2,82,1
4203,"Open hands facing each other, then switch positions quickly.",950,1,28,2
4204,Close fists and move them to the sides.,950,2,1,2
4205,Open hands into flat palms facing up.,950,3,60,5
4206,Rotate hands in opposite directions.,950,4,23,4
4207,"Start with both hands together in front of chest, fingers touching, then spread hands apart in a quick, alternating motion.",951,1,46,6
4208,"Move both hands upward in a wavy motion, as if indicating changing or alternating.",951,2,22,0
4209,"Bring both hands down in a sharp, quick movement, showing a sudden change or shift.",951,3,42,1
4210,Extend dominant hand with palm facing down and index finger pointing forward.,952,1,6,5
4211,"Move hand in a straight line from left to right, indicating a path.",952,2,62,0
4212,Opening both hands with palms facing up.,953,1,60,5
4213,Moving hands back and forth in a waving motion.,953,2,78,0
4214,Simultaneously flicking fingers outwards.,953,3,20,3
4215,Bringing hands together in front of the chest and gently waving them side to side.,953,4,18,0
4216,Raise one hand in a relaxed open palm position above shoulder level.,954,1,19,0
4217,"Extend the other hand in front of the body, palm facing down, fingers slightly spread.",954,2,69,4
4218,"Move the extended hand in a circular motion, bringing it towards the body.",954,3,47,5
4219,Close both hands into fists and bring them together in front of the chest.,954,4,1,5
4220,Open both hands and move them slightly outward and downward.,954,5,25,2
4221,"Start with both hands held up near the shoulders, palms facing down.",955,1,14,6
4222,"Bring both hands down in a curved motion towards the chest, emphasizing the signing space.",955,2,77,6
4223,"Open both hands and bring them upwards and outwards, mimicking the movement of a Christmas tree growing.",955,3,73,2
4224,"Close both hands into fists and bring them down in a chopping motion, symbolizing cutting down a Christmas tree.",955,4,1,2
4225,Raise both hands to chest level with palms facing down,956,1,48,1
4226,Cross hands in front of chest,956,2,26,3
4227,Lower crossed hands down to stomach level,956,3,88,20
4228,Tilt head slightly to the side as hands remain crossed,956,4,86,6
4229,"Hold non-dominant hand horizontal in front of the chest, palm facing down",957,1,83,5
4230,"With dominant hand, mimic pouring wine into a glass on top of the non-dominant hand",957,2,3,10
4231,Bring the dominant hand to the mouth as if drinking from the glass,957,3,52,4
4232,"Extend the dominant hand forward, rotating the wrist slightly as if savoring the taste of the wine",957,4,52,4
4233,Extend right index finger upward,958,1,89,5
4234,Rotate hand slightly to the left,958,2,58,2
4235,Bring hand down to rest at chest level,958,3,70,1
4236,"Open hand with fingers spread out, palm facing towards body.",958,4,46,5
4237,"Extend both hands in front of the body, palms facing down, and spread them apart to the sides.",959,1,69,4
4238,"Bring both hands back together in front of the body, palms facing down.",959,2,69,5
4239,"Move both hands outward and upward, as if expanding something.",959,3,22,2
4240,"Bring both hands back to the starting position in front of the body, palms facing down.",959,4,53,7
4241,"Begin with both hands extended in front of you, palms facing upwards.",960,1,29,1
4242,"Move both hands outwards away from your body, as if reaching out far.",960,2,71,3
4243,Point both index fingers towards the distance.,960,3,79,2
4244,"Bring both hands back towards your eyes, as if looking far into the distance.",960,4,52,1
4245,"Open both hands and extend fingers outwards, as if seeing something far away.",960,5,22,1
4246,"Hands move forward in a smooth motion, starting from the chest and extending outward.",961,1,84,3
4247,Head tilts slightly forward and to the side while hands continue moving forward.,961,2,9,3
4248,Fingers on both hands extend as they reach the furthest point in front of the body.,961,3,45,0
4249,"Hands return to starting position at the chest, with palms facing upwards.",961,4,16,1
4250,"Begin with both hands in a closed fist, palm facing downwards.",962,1,10,3
4251,Lower both hands slightly while simultaneously moving them closer together.,962,2,20,2
4252,"Open both hands slightly, keep the palms facing downwards.",962,3,51,1
4253,"Bring both hands closer together again, fingers slightly apart.",962,4,8,1
4254,"Close both hands into fists again, with palms facing downwards.",962,5,1,2
4255,"Start with hands together at chest level, palms facing downwards, and slowly move them apart.",963,1,76,6
4256,Lower both hands down towards the ground.,963,2,77,2
4257,"Bring hands back up to chest level, palms facing downwards, and move them closer together.",963,3,4,1
4258,Repeat the motion to emphasize the concept of 'less' or 'fewer'.,963,4,55,0
4259,Raise your dominant hand with palm facing up towards your face.,964,1,98,0
4260,Tilt your head slightly to the side while keeping your hand in the same position.,964,2,86,1
4261,Move your hand down in a circular motion while bringing it closer to your chest.,964,3,21,3
4262,"Bring your hand back up towards your face, ending with your palm facing outwards.",964,4,21,7
4263,"Raise your dominant hand in front of your chest, palm facing up.",965,1,98,0
4264,Point your index finger outward.,965,2,79,5
4265,Tilt your head slightly to the side.,965,3,86,3
4266,Maintain eye contact with your conversation partner.,965,4,88,13
4267,Begin with both hands in a neutral position in front of the chest.,966,1,43,1
4268,Move both hands outward and upward in a circular motion.,966,2,82,1
4269,"Bring both hands together at the top, forming a fist.",966,3,85,2
4270,Open the fists and extend the fingers outward.,966,4,56,2
4271,Move both hands downward and outward in a sweeping motion.,966,5,13,2
4272,"Start with both hands in a flat shape, palms facing down, at chest height.",967,1,7,3
4273,"Move both hands outwards, away from the body, while keeping the palms facing down.",967,2,71,0
4274,"Bring both hands back towards the body, with palms facing upwards.",967,3,77,3
4275,Close both hands into fists and bring them to chest height.,967,4,1,1
4276,Start with hands shaped like the letter 'W' in front of the chest.,968,1,88,5
4277,Move both hands outward and downward in a smooth motion.,968,2,25,2
4278,Curve the hands slightly inward as they reach the waist level.,968,3,45,1
4279,"Bring the hands back up to chest level, maintaining the curved shape.",968,4,4,2
4280,Extend the hands outwards as if tracing a river path.,968,5,22,8
4281,"Extend your right hand in front of you, palm facing left.",969,1,6,4
4282,"Bring your left hand to your right hand, palm facing right, and cross them over each other.",969,2,61,1
4283,Rotate both hands together to the left in a sweeping motion.,969,3,13,1
4284,Finish by pointing your right hand to the left.,969,4,59,2
4285,"Extend both hands with palms facing down, and move them in a circular motion in front of the body.",970,1,5,2
4286,"Bring both hands up to the shoulders, and then extend them out to the sides while moving them in a wavelike motion.",970,2,94,4
4287,Tilt the head slightly to the side while raising both hands up and down in a fluttering motion to indicate rain.,970,3,86,2
4288,"Finish by bringing both hands together in front of the chest with fingertips touching, and then opening them outward to symbolize the spreading out of weather.",970,4,59,3
4289,Hold both hands out in front of you with palms facing up,971,1,65,3
4290,Bring hands closer together and raise eyebrows,971,2,8,0
4291,Open hands and move them outward,971,3,56,7
4292,Point index fingers toward each other then apart,971,4,79,6
4293,Bring hands together in a clasping motion,971,5,49,5
4294,Close fists and bring hands to chest level.,971,6,1,1
4295,"Raise both hands with palms facing up, fingers slightly spread.",972,1,46,1
4296,"Bring hands together in front of chest, palms facing each other, and rotate them slightly.",972,2,40,0
4297,"Move both hands outward, away from each other, with palms facing out.",972,3,71,0
4298,"Bring fingertips together in a gentle tapping motion, as if connecting two dots.",972,4,95,1
4299,"Move hands apart and slightly upward, as if showing the comparison of two things.",972,5,22,5
4300,Start with both hands in fist shape near the face.,973,1,10,2
4301,Open both hands while moving them away from the face.,973,2,71,2
4302,Bring both hands back towards the face with fingers spread out.,973,3,46,3
4303,"Move both hands in a circular motion around the face, mimicking the act of looking.",973,4,47,8
4304,"Raise both hands to chest level, palms facing each other.",974,1,48,1
4305,Move both hands outward and upward in a circular motion.,974,2,82,1
4306,"Bring both hands back to chest level, palms facing each other again.",974,3,4,4
4307,Tilt head slightly to the left while keeping hands in place.,974,4,15,6
4308,Tilt head slightly to the right while keeping hands in place.,974,5,15,1
4309,"Bring hands back to starting position at chest level, palms facing each other.",974,6,53,5
4310,Start with both hands in a closed fist position near the chest.,975,1,10,2
4311,"Move both hands outward and upward on either side of the head, opening the fists into open palms.",975,2,82,0
4312,Bring both hands back to the chest in a closed fist position.,975,3,10,5
4313,"Repeat the outward and upward motion with both hands, emphasizing the questioning expression on the face.",975,4,55,4
4314,"Begin with both hands open in front of the body, palms facing up.",976,1,29,4
4315,"Move both hands in a circular motion, as if showing the length of something.",976,2,22,5
4316,Tilt the head slightly to the side while continuing the circular motion with the hands.,976,3,86,2
4317,"Bring both hands back to the starting position in front of the body, palms facing up.",976,4,53,7
4318,"Start with your dominant hand in a closed fist, palm facing down, and your non-dominant hand flat against your chest.",977,1,98,4
4319,Bring your dominant hand up and tap your non-dominant hand twice.,977,2,98,5
4320,Move your dominant hand in a circular motion away from your body and back towards your chest.,977,3,21,3
4321,"Finally, bring your dominant hand back to your chest in a closed fist.",977,4,21,6
4322,"Start with both hands in front of the chest, palms facing inwards.",978,1,74,0
4323,Move both hands outward and then back towards the chest in a looping motion.,978,2,77,7
4324,"Bring both hands back to the chest, palms facing outwards.",978,3,4,2
4325,Move both hands outwards and then back in towards the chest in a circular motion.,978,4,97,0
4326,Extend both hands outwards and bring them back towards the chest in a repeated motion.,978,5,77,0
4327,Extend both hands in front of you with palms down.,979,1,65,0
4328,"Bring both hands together, forming a flat shape.",979,2,85,2
4329,"Move both hands downward, mimicking the grass on a meadow.",979,3,25,3
4330,Open both hands and spread fingers to symbolize the expanse of a field.,979,4,46,2
4331,Start with both hands in a 'W' handshape at chest level,980,1,76,4
4332,"Bring both hands outward and downward, changing into a 'V' handshape to indicate 'HOW MUCH'",980,2,25,0
4333,Raise both hands back up slightly as if asking a question,980,3,52,1
4334,Tilt head slightly to the side to express curiosity.,980,4,86,6
4335,"Begin with hands in front of chest, palms facing towards you.",981,1,29,1
4336,"Move both hands outward and upwards simultaneously, mimicking the movement of wind blowing.",981,2,20,2
4337,"Bring hands back towards chest, still in a flowing motion.",981,3,95,1
4338,Continue the flowing motion with hands moving in a circular pattern in front of body.,981,4,95,2
4339,"Handshapes start at chest level, palms facing downward, then move downward in a falling motion.",982,1,25,5
4340,Hands form the letter 'W' and move in a circular motion from left to right.,982,2,39,1
4341,Head tilts slightly downward and to the left as hands continue the circular motion.,982,3,9,2
4342,"Hands come together in front of the body, fingers interlocking, then spread apart as if indicating snow falling.",982,4,22,9
4343,"Head looks up, eyes widen to indicate the coldness of winter.",982,5,88,10
4344,"Start with both hands open, palms facing each other near the chest.",983,1,2,1
4345,"Move both hands outward and slightly upward, palms still facing each other.",983,2,82,3
4346,"Close both hands into fists, bringing them back towards the chest.",983,3,1,6
4347,"Open both hands again, spreading fingers outward.",983,4,44,1
4348,"Start with both hands open, palms facing each other, in front of the chest.",984,1,2,1
4349,Rotate both hands outward in a circular motion while keeping the palms facing down.,984,2,24,1
4350,Continue rotating the hands outward until they are fully extended to the sides.,984,3,45,1
4351,"Bring the hands back together in front of the chest, palms facing each other.",984,4,40,6
4352,Hands flutter rapidly in a circular motion in front of the body,985,1,97,1
4353,Head shakes from side to side as hands continue the circular movement,985,2,17,0
4354,Hands come together to form a swirling motion above the head,985,3,19,3
4355,One hand moves in a zig-zag motion while the other hand follows in a swirling motion,985,4,88,2
4356,Both hands come together to form a swirling motion in front of the body,985,5,35,2
4357,"Both hands start at chest level, palm facing towards the body.",986,1,76,2
4358,"Move both hands outwards and upwards, palms still facing towards the body.",986,2,73,1
4359,"Bring both hands back towards the chest, with fingers slightly bent.",986,3,77,5
4360,Rotate both hands so that the palms are facing downwards.,986,4,99,3
4361,"Extend both arms outwards, with palms facing downwards.",986,5,96,1
4362,"Lower both hands back towards the body, with palms facing downwards.",986,6,77,3
4363,Begin with both hands in fists near the chest.,987,1,93,1
4364,Open both hands and move them away from the body.,987,2,71,6
4365,"Bring both hands back towards the chest, forming fists again.",987,3,85,0
4366,"Open both hands and move them away from the body, emphasizing the movement.",987,4,71,6
4367,Close both hands into fists near the chest again.,987,5,1,2
4368,Use both hands to tap the sides of the head alternately.,988,1,50,0
4369,"Extend both hands outwards with palms facing up, then bring them back towards the body.",988,2,77,3
4370,Interlock fingers and move hands in a circular motion in front of the chest.,988,3,97,1
4371,Tap fingertips of both hands together in front of the chest.,988,4,36,2
4372,Touch forehead with fingertips of dominant hand,989,1,3,4
4373,Extend dominant hand forward while keeping non-dominant hand by side,989,2,3,0
4374,Bring dominant hand back to forehead and repeat motion in a smooth cycle,989,3,55,6
4375,Tilt head slightly forward while performing hand movements.,989,4,15,4
4376,"Start with hands together in front of chest, palms facing each other.",990,1,2,2
4377,"Move hands outwards and upwards, mimicking the movement of the wind.",990,2,73,2
4378,Open hands and spread fingers to represent the openness of the atmosphere.,990,3,46,3
4379,Bring hands back together in front of chest to signify the concept of weather.,990,4,49,8
4380,"Extend your dominant hand with fingers cupped together, palm facing up, and slightly raise it up in front of your body.",991,1,98,0
4381,Tilt your head slightly to the side while keeping your hand in place.,991,2,86,1
4382,Move your hand in a circular motion towards your non-dominant side.,991,3,98,2
4383,Bring your hand back to the starting position in front of your body.,991,4,21,6
4384,Extend both hands horizontally in front of the body with palms facing down.,992,1,69,0
4385,"Move both hands in a circular motion, starting from the left side and ending on the right side.",992,2,18,2
4386,"Make a downward motion with both hands, as if indicating the passing of time or days.",992,3,22,8
4387,Close both hands into fists and bring them towards the body.,992,4,1,6
4388,Start with hands flat facing each other in front of chest,993,1,2,3
4389,Move hands outwards and upwards in a circular motion,993,2,73,0
4390,Cross hands at wrist level to indicate weekend,993,3,70,2
